un_number,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantity,excepted_quantity,packing_instructions,special_packing_provisions,tank_bulk_instructions,tank_special_provisions,source_page
1481,,5.1,,III,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,235
1482,,5.1,,II,206 274 353,1 kg,E2,P002 IBC06,B2,T3,TP33,235
1482,,5.1,,III,206 223 274 353,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,235
1483,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,235
1483,,5.1,,III,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,235
1484,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,235
1485,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,235
1486,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33,235
1487,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,235
1488,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,235
1489,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,236
1490,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,236
1491,,5.1,,I,,0,E0,P503 IBC06,B1,,,236
1492,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,236
1493,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,236
1494,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,236
1495,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3 BK1 BK2,TP33,236
1496,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,236
1498,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33,236
1499,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33,236
1500,,5.1,6.1,III,,5 kg,E1,P002 IBC08,B3,T1,TP33,236
1502,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,236
1503,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,236
1504,,5.1,,I,,0,E0,P503 IBC05,B1,,,236
1505,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,236
1506,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,236
1507,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,236
1508,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,236
1509,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,236
1510,,6.1,5.1,I,354,0,E0,P602,,,,236
1511,,5.1,8,III,,5 kg,E1,P002 IBC08,B3,T1,TP33,236
1512,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,236
1513,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,237
1514,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,237
1515,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,237
1516,,5.1,,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,237
1517,20%,4.1,,I,28,0,E0,P406,PP26,,,237
1541,,6.1,,I,354,0,E0,P602,,T20,TP2 TP13,237
1544,,6.1,,I,43 274,0,E5,P002 IBC07,B1,T6,TP33,237
1544,,6.1,,II,43 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,237
1544,,6.1,,III,43 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,237
1545,,6.1,3,II,386,100 ml,E0,P001 IBC02,,T7,TP2,237
1546,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,237
1547,,6.1,,II,279,100 ml,E4,P001 IBC02,,T7,TP2,237
1548,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,237
1549,,6.1,,III,45 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,237
1550,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,237
1551,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,237
1553,,6.1,,I,,0,E5,P001,,T20,TP2 TP7 TP13,237
1554,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,237
1555,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,237
1556,,6.1,,I,43 274,0,E5,P001,,T14,TP2 TP13 TP27,237
1556,,6.1,,II,43 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,238
1556,,6.1,,III,43 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,238
1557,,6.1,,I,43 274,0,E5,P002 IBC07,B1,T6,TP33,238
1557,,6.1,,II,43 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1557,,6.1,,III,43 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,238
1558,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1559,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1560,,6.1,,I,,0,E0,P602,,T14,TP2 TP13,238
1561,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1562,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1564,,6.1,,II,177 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1564,,6.1,,III,177 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,238
1565,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,238
1566,,6.1,,II,274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1566,,6.1,,III,223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,238
1567,,6.1,4.1,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,238
1569,,6.1,3,II,,0,E0,P602,,T20,TP2 TP13,238
1570,(),6.1,,I,43,0,E5,P002 IBC07,B1,T6,TP33,239
1571,50%,4.1,6.1,I,28,0,E0,P406,,,,239
1572,(),6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1573,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1574,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1575,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,239
1577,,6.1,,II,279,100 ml,E4,P001 IBC02,,T7,TP2,239
1578,,6.1,,II,279,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1579,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,239
1580,(),6.1,,I,354,0,E0,P601,,T22,TP2 TP13,239
1581,2%,2.3,,,,0,E0,P200,,T50,,239
1582,,2.3,,,,0,E0,P200,,T50,,239
1583,,6.1,,I,274 315,0,E0,P602,,,,239
1583,,6.1,,II,274,100 ml,E0,P001 IBC02,,,,239
1583,,6.1,,III,223 274,5 L,E0,P001 IBC03 LP01,,,,239
1585,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1586,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1587,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1588,,6.1,,I,47 274,0,E5,P002 IBC07,B1,T6,TP33,239
1588,,6.1,,II,47 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,239
1588,,6.1,,III,47 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,239
1589,,2.3,8,,386,0,E0,P200,,,,239
1590,,6.1,,II,279,100 ml,E4,P001 IBC02,,T7,TP2,239
1591,,6.1,,III,279,5 L,E1,P001 IBC03 LP01,,T4,TP1,240
1593,,6.1,,III,,5 L,E1,P001 IBC03 LP01,B8,T7,TP2,240
1594,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,240
1595,,6.1,8,I,354,0,E0,P602,,T20,TP2 TP13,240
1596,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,240
1597,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,240
1597,,6.1,,III,223,5 L,E1,P001 IBC03 LP01,,T7,TP2,240
1598,,6.1,,II,43,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,240
1599,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,240
1599,,6.1,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,240
1600,,6.1,,II,,0,E0,,,T7,TP3,240
1601,,6.1,,I,274,0,E5,P002 IBC07,B1,T6,TP33,240
1601,,6.1,,II,274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,240
1601,,6.1,,III,274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,240
1602,,6.1,,I,274,0,E5,P001,,,,240
1602,,6.1,,II,274,100 ml,E4,P001 IBC02,,,,240
1602,,6.1,,III,223 274,5 L,E1,P001 IBC03 LP01,,,,240
1603,,6.1,3,II,,100 ml,E0,P001 IBC02,,T7,TP2,240
1604,"1,2-()",8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,240
1605,(),6.1,,I,354,0,E0,P602,,T20,TP2 TP13,240
1606,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,240
1607,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1608,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1611,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,241
1612,,2.3,,,,0,E0,P200,,,,241
1613,( )20%,6.1,,I,48,0,E0,P601,,T14,TP2 TP13,241
1614,3%,6.1,,I,386,0,E0,P099,,,,241
1616,(),6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,241
1617,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1618,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1620,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1621,,6.1,,II,43,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1622,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1623,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1624,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1625,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1626,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,241
1627,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1629,(),6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1630,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1631,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1634,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1636,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1637,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1638,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1639,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,241
1640,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1641,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1642,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1643,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1644,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1645,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1646,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1647,,6.1,,I,354,0,E0,P602,,T20,TP2 TP13,242
1648,,3,,II,,1 L,E2,P001 IBC02,,T7,TP2,242
1649,,6.1,,I,,0,E0,P602,,T14,TP2 TP13,242
1650,-,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1651,,6.1,,II,43,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1652,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1653,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1654,,6.1,,II,,100 ml,E4,P001 IBC02,,,,242
1655,,6.1,,I,43 274,0,E5,P002 IBC07,B1,T6,TP33,242
1655,,6.1,,II,43 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1655,,6.1,,III,43 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,242
1656,,6.1,,II,43,100 ml,E4,P001 IBC02,,,,242
1656,,6.1,,III,43 223,5 L,E1,P001 IBC03 LP01,,,,242
1657,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,242
1658,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,242
1658,,6.1,,III,223,5 L,E1,P001 IBC03 LP01,,T7,TP2,242
1659,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1660,,2.3,5.1 8,,,0,E0,P200,,,,243
1661,(),6.1,,II,279,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1662,,6.1,,II,279,100 ml,E4,P001 IBC02,,T7,TP2,243
1663,(),6.1,,III,279,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,243
1664,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,243
1665,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,243
1669,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,243
1670,,6.1,,I,354,0,E0,P602,,T20,TP2 TP13,243
1671,,6.1,,II,279,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1672,,6.1,,I,,0,E0,P602,,T14,TP2 TP13,243
1673,(),6.1,,III,279,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,243
1674,,6.1,,II,43,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1677,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1678,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1679,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1680,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,243
1683,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1684,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1685,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1686,,6.1,,II,43,100 ml,E4,P001 IBC02,,T7,TP2,243
1686,,6.1,,III,43 223,5 L,E1,P001 IBC03 LP01,,T4,TP2,243
1687,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",,,243
1688,(),6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,243
1689,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,244
1690,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,244
1691,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,244
1692,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,244
1693,,6.1,,I,274,0,E0,P001,,,,244
1693,,6.1,,II,274,0,E0,P001 IBC02,,,,244
1694,,6.1,,I,138,0,E0,P001,,T14,TP2 TP13,244
1695,,6.1,3 8,I,354,0,E0,P602,,T20,TP2 TP13,244
1697,,6.1,,II,,0,E0,P002 IBC08,"B2, B4",T3,TP33,244
1698,,6.1,,I,,0,E0,P002,,T6,TP33,244
1699,,6.1,,I,,0,E0,P001,,,,244
1700,,6.1,4.1,,,0,E0,P600,,,,244
1701,(),6.1,,II,,0,E0,P001 IBC02,,T7,TP2 TP13,244
1702,"1,1,2,2-",6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,244
1704,,6.1,,II,43,100 ml,E4,P001 IBC02,,T7,TP2,244
1707,,6.1,,II,43 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,244
1708,,6.1,,II,279,100 ml,E4,P001 IBC02,,T7,TP2,244
1709,"2,4-",6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,244
1710,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,244
1711,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,244
1712,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,244
1713,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,244
1714,,4.3,6.1,I,,0,E0,P403,,,,244
1715,,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,244
1716,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,244
1717,,3,8,II,,1 L,E2,P001 IBC02,,T8,TP2,244
1718,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,245
1719,,8,,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,245
1719,,8,,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,245
1722,,6.1,3 8,I,,0,E0,P001,,T14,TP2 TP13,245
1723,,3,8,II,,1 L,E2,P001 IBC02,,T7,TP2 TP13,245
1724,,8,3,II,386,0,E0,P010,,T10,TP2 TP7 TP13,245
1725,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,245
1726,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,245
1727,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,245
1728,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,245
1729,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,245
1730,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,245
1731,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,245
1731,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,245
1732,,8,6.1,II,,1 L,E0,P001 IBC02,,T7,TP2,245
1733,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,245
1736,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2 TP13,245
1737,,6.1,8,II,,0,E4,P001 IBC02,,T8,TP2 TP13,245
1738,,6.1,8,II,,0,E4,P001 IBC02,,T8,TP2 TP13,245
1739,,8,,I,,0,E0,P001,,T10,TP2 TP13,245
1740,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,245
1740,,8,,III,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,245
1741,,2.3,8,,,0,E0,P200,,,,245
1742,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,246
1743,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,246
1744,,8,6.1,I,,0,E0,P804,,T22,TP2 TP10 TP13,246
1745,,5.1,6.1 8,I,,0,E0,P200,,T22,TP2 TP13,246
1746,,5.1,6.1 8,I,,0,E0,P200,,T22,TP2 TP13,246
1747,,8,3,II,,0,E0,P010,,T10,TP2 TP7 TP13,246
1748,39% (8.8%),5.1,,II,314,1 kg,E2,P002 IBC08,"PP85 B2, B4, B13",,,246
1748,39% (8.8%),5.1,,III,316,5 kg,E1,P002 IBC08,"PP85 B4, B13",,,246
1749,,2.3,5.1 8,,,0,E0,P200,,,,246
1750,,6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2,246
1751,,6.1,8,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,246
1752,,6.1,8,I,354,0,E0,P602,,T20,TP2 TP13,246
1753,,8,,II,,0,E0,P010,,T10,TP2 TP7,246
1754,(),8,,I,,0,E0,P001,,T20,TP2,246
1755,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,246
1755,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,246
1756,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,246
1757,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,246
1757,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,246
1758,,8,,I,,0,E0,P001,,T10,TP2,246
1759,,8,,I,274,0,E0,P002 IBC07,B1,T6,TP33,246
1759,,8,,II,274,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,246
1759,,8,,III,223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,247
1760,,8,,I,274,0,E0,P001,,T14,TP2 TP27,247
1760,,8,,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,247
1760,,8,,III,223 274,5 L,E1,P001 IBC03 LP01,,T7,TP1 TP28,247
1761,,8,6.1,II,,1 L,E2,P001 IBC02,,T7,TP2,247
1761,,8,6.1,III,223,5 L,E1,P001 IBC03,,T7,TP1 TP28,247
1762,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,247
1763,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,247
1764,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,247
1765,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,247
1766,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,247
1767,,8,3,II,,0,E0,P010,,T10,TP2 TP7 TP13,247
1768,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,247
1769,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,247
1770,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,247
1771,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,247
1773,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,247
1774,,8,,II,,1 L,E0,P001,PP4,,,247
1775,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,247
1776,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,247
1777,,8,,I,,0,E0,P001,,T10,TP2,247
1778,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,247
1779,85%,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,248
1780,(),8,,II,,1 L,E2,P001 IBC02,,T7,TP2,248
1781,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,248
1782,(),8,,II,,1 L,E2,P001 IBC02,,T8,TP2,248
1783,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,248
1783,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,248
1784,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,248
1786,,8,6.1,I,,0,E0,P001,,T10,TP2 TP13,248
1787,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,248
1787,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,248
1788,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,248
1788,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,248
1789,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,248
1789,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,248
1790,60%,8,6.1,I,,0,E0,P802,PP79 PP81,T10,TP2 TP13,248
1790,60%,8,6.1,II,,1 L,E2,P001 IBC02,,T8,TP2,248
1791,,8,,II,,1 L,E2,P001 IBC02,PP10 B5,T7,TP2 TP24,248
1791,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP2 TP24,248
1792,,8,,II,,1 kg,E0,P002 IBC08,"B2, B4",T7,TP2,248
1793,,8,,III,,5 L,E1,P001 IBC02 LP01,,T4,TP1,248
1794,3%,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,248
1796,50%,8,5.1,I,,0,E0,P001,,T10,TP2 TP13,249
1796,50%,8,,II,,1 L,E0,P001 IBC02,,T8,TP2 TP13,249
1798,,8,,I,,0,E0,P802,,T10,TP2 TP13,249
1799,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,249
1800,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,249
1801,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,249
1802,50%,8,5.1,II,,1 L,E0,P001 IBC02,,T7,TP2,249
1803,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,249
1804,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,249
1805,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,249
1806,,8,,II,,1 kg,E0,P002 IBC08,"B2, B4",T3,TP33,249
1807,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,249
1808,,8,,II,,1 L,E0,P001 IBC02,,T7,TP2,249
1809,,6.1,8,I,354,0,E0,P602,,T20,TP2 TP13,249
1810,(),6.1,8,I,354,0,E0,P602,,T20,TP2 TP13,249
1811,,8,6.1,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,249
1812,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,249
1813,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,249
1814,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,249
1814,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,249
1815,,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,249
1816,,8,3,II,,0,E0,P010,,T10,TP2 TP7 TP13,250
1817,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,250
1818,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,250
1819,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,250
1819,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,250
1823,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,250
1824,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,250
1824,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,250
1825,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,250
1826,50%,8,5.1,I,113,0,E0,P001,,T10,TP2 TP13,250
1826,50%,8,,II,113,1 L,E0,P001 IBC02,,T8,TP2,250
1827,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,250
1828,,8,,I,,0,E0,P602,,T20,TP2,250
1829,,8,,I,386,0,E0,P001,,T20,TP4 TP13 TP25 TP26,250
1830,51%,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,250
1831,,8,6.1,I,,0,E0,P602,,T20,TP2 TP13,250
1832,,8,,II,113,1 L,E0,P001 IBC02,,T8,TP2,250
1833,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,250
1834,,6.1,8,I,354,0,E0,P602,,T20,TP2 TP13,250
1835,2.5% 25%,8,6.1,II,279 408 409,1 L,E2,P001 IBC02,,T7,TP2,250
1835,2.5%,8,,III,223 408 409,5 L,E1,P001 IBC03 LP01,,T7,TP2,250
1836,,8,,I,,0,E0,P802,,T10,TP2 TP13,251
1837,,8,,II,,1 L,E0,P001 IBC02,,T7,TP2,251
1838,,6.1,8,I,354,0,E0,P602,,T20,TP2 TP13,251
1839,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,251
1840,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,251
1841,,9,,III,,5 kg,E1,P002 IBC08 LP02,"B3, B6",T1,TP33,251
1843,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,251
1845,(),9,,,,0,E0,P003,PP18,,,251
1846,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,251
